COLLECTION,Longitude,Latitude,MID.POINT,GENUS,SPECIES,ORDER,FAMILY,SUBCLASS,GROUP_GINTER,GROUP_GINTER2,TOOTH_PLATE,DUPLICATE,PERIOD,EARLIEST,MAX_DATE,LATEST,MIN_DATE,LAZARUS,FORMATION,CONTINENT.1,CONTINENT.2,CONTINENT.3,CONTINENT.4,CONTINENT.5,HEMISPHERE,BA_0,BA_1,BA_2,BA_3,BA_4,BA_5,BA_6,SCALE_ONLY,FINSPINE_ONLY,TOOTH_ONLY,plng,plat
Kounova,13.7,50.2,302.95,Orthacanthus,kounoviensis,Xenacanthiformes,Diplodoselachidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Carboniferous,Kasimovian,307,Gzhelian,298.9,N,Rotliegend,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,N,26.68825856279353,9.574688251338323
Kounova,13.7,50.2,305.35,Platyacanthus,ventricosus,Xenacanthiformes,Incertae familiae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Carboniferous,Kasimovian,307,Kasimovian,303.7,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N,26.49759270409974,9.282235529867577
Kowala,20.7,50.8,370.8,Protacrodus,vetustus,Incerti ordinis,Protacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Devonian,Frasnian,382.7,Famennian,358.9,N,,Europe,Asia,Africa,X,X,N/S,0,0,0,1,1,1,0,N,N,N,-11.57048046250436,-15.356732058091552
Kowala,20.7,50.8,377.45,Cladodoides,wildungensis,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,Y,Devonian,Frasnian,384.7,Frasnian,372.2,N,,Europe,Asia,X,X,X,N,0,0,0,1,1,0,0,N,N,N,-14.420629628493495,-15.106838740844912
Kozhim River,59.3,65.8,334.95,Venustodus,sp.,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,,North America,Asia,X,X,X,N,0,1,1,1,0,0,0,N,N,Y,18.400146425115558,28.510492650467015
Kozhim River,59.3,65.8,338.8,Bransonella,nebraskensis,Bransonelliformes,Incertae familiae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Carboniferous,Visean,346.7,Visean,330.9,Y,,Europe,Asia,X,X,X,N,0,0,0,0,0,1,1,N,N,Y,13.877561722291459,26.21639532339088
Kozhim River,59.3,65.8,338.8,Cooleyella,sp.,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Visean,346.7,Visean,330.9,Y,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,13.877561722291459,26.21639532339088
Kozhim River,59.3,65.8,351.55,Lissodus,sp.,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,D - C,Famennian,372.2,Visean,330.9,N,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-3.3099377420588927,14.682749750916017
Kozhym River section,59.3,65.8,415,Pechoralepis,zinaidae,Incerti_ordinis,Acritolepidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Ovinparma,Europe,X,X,X,X,N,0,1,1,1,1,0,0,Y,N,NA,-42.21787171118726,8.412184077577876
Kozhym River section,59.3,65.8,415,Nostolepis,kozhymica,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Ovinparma,Europe,X,X,X,,N,0,1,1,1,1,0,0,Y,N,NA,-42.21787171118726,8.412184077577876
Kozhym River section,59.3,65.8,416.9,Gomphonchus,minicostatus,Ischnacanthiformes,Ischnacanthidae,Stem,NA,NA,N,Y,S - D,Pridoli,423,Lochkovian,410.8,N,Ovinparma,Europe,X,X,X,X,N,1,1,1,0,0,0,0,Y,N,NA,-44.101673039245306,8.436475589452145
Kranepuhl,12.6,52.1,408.15,Gomphonchus,sandelensis,Ischnacanthiformes,Ischnacanthidae,Stem,NA,NA,N,Y,S - D,Pridoli,423,Emsian,393.3,N,Beyrichienkalk,Europe,Australia and Oceania,North America,Asia,X,N/S,0,1,1,1,1,1,0,N,N,NA,-30.64049651298002,-18.221266075428396
Krasnouﬁmsk,57.7,56.7,286.8,Helicoprion,bessonowi,Eugeneodontiformes,Helicoprionidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Permian,Artinskian,290.1,Artinskian,283.5,N,Divya,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,43.92974119649457,35.55754170426776
Krasnouﬁmsk,57.7,56.7,286.8,Artiodus,prominens,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Permian,Artinskian,290.1,Artinskian,283.5,N,Divya,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,43.92974119649457,35.55754170426776
Kreimbach-Kaulbach,55.5,30.1,298.61,Acanthodes,confusus,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,C - P,Gzhelian,303.7,Asselian,293.52,N,Meisenheim,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,52.9565482444444,-26.141840564218203
Krkonose Piedmont Basin,14,50,302.95,Plicatodus,plicatus,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Carboniferous,Kasimovian,307,Gzhelian,298.9,N,,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,Y,26.9638608066089,9.51844228754539
Kuh-e-Lakhal mountains,51.6,33.5,395.15,Cheiracanthoides,comptus,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,Y,Devonian,Emsian,407.6,Givetian,382.7,N,,North America,Asia,X,X,,N,0,1,1,0,0,0,0,Y,N,NA,49.2002085474461,-35.45249653365395
Kujakowice,18.3,51,422.4,Onchus,granulatus,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,N,Silurian,Ludfordian,425.6,Pridoli,419.2,N,Beyrichienkalk,Europe,X,X,X,X,N,0,0,1,0,0,0,0,N,Y,NA,-47.18174114809496,-16.279797612308766
Kuk-Karauk,56.7,53.6,377.45,Phoebodus,bifurcatus,Phoebodontiformes,Phoebodontidae,Elasmobranchii,NA,Elasmobranchii,N,Y,Devonian,Frasnian,382.7,Frasnian,372.2,N,,Asia,X,X,X,X,N,0,0,0,0,0,1,0,N,N,Y,-8.032837052528738,5.963819311368773
Kumaranwalla,72,32.5,253.021,Helicampodus,kokeni ,Eugeneodontiformes,Edestidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Permian,Changhsingian,254.14,Changhsingian,252,N,Chhidru,Asia,X,X,X,X,N,0,0,1,1,1,0,0,N,N,Y,59.29783782672325,-39.161007535233956
Kunkojai-12 core,23.2,55.5,406.25,Tareyacanthus,dissectus,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Emsian,393.3,N,Stoniskiai,Europe,X,X,X,X,N,0,0,0,1,0,0,0,Y,N,NA,-30.03525440944928,-12.152973495311045
Kunkojai-12 core,23.2,55.5,408.15,Gomphonchus,sandelensis,Ischnacanthiformes,Ischnacanthidae,Stem,NA,NA,N,Y,S - D,Pridoli,423,Emsian,393.3,N,Jura,Europe,Australia and Oceania,North America,Asia,X,N/S,0,1,1,1,1,1,0,N,N,NA,-30.258189547824465,-11.11721085461221
Kunkojai-12 core,23.2,55.5,408.15,Nostolepis,gracilis,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Silurian,Pridoli,423,Emsian,393.3,N,Tilze,Europe,North America,Asia,X,,N,0,1,1,1,0,0,0,Y,N,NA,-30.258189547824465,-11.11721085461221
Kunkojai-12 core,23.2,55.5,415,Nostovicina,laticristata,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Tilze,Europe,X,X,X,,N,0,0,1,1,0,0,0,Y,N,NA,-37.66922610267802,-11.135963542852679
Kunkojai-12 core,23.2,55.5,415,Cheiracanthoides,nativus,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,Y,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Stoniskiai,Europe,X,X,X,,N,0,0,0,1,0,0,0,Y,N,NA,-37.66922610267802,-11.135963542852679
Kunkojai-12 core,23.2,55.5,415,Nostolepis,robusta,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Tilze,Europe,X,X,X,X,N,0,0,0,1,0,0,0,Y,N,NA,-37.66922610267802,-11.135963542852679
Kunkojai-12 core,23.2,55.5,415,Nostovicina,athleta,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Tilze,Europe,Asia,X,X,,N,0,0,1,1,0,0,0,Y,N,NA,-37.66922610267802,-11.135963542852679
Kunkojai-12 core,23.2,55.5,415,Nostolepis,minima,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Tilze,Europe,X,X,X,X,N,0,0,0,1,0,0,0,Y,N,NA,-37.66922610267802,-11.135963542852679
Kunkojai-12 core,23.2,55.5,416.9,Cheiracanthoides,planus,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,Y,S - D,Pridoli,423,Lochkovian,410.8,N,Tilze,Europe,X,X,X,,N,0,0,1,1,1,0,0,Y,N,NA,-40.42833195314981,-11.293094621693742
Kunkojai-12 core,23.2,55.5,416.9,Pruemolepis,wellsi,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,S - D,Pridoli,423,Lochkovian,410.8,Y,Jura,Europe,X,X,X,X,N,0,1,1,1,1,0,0,Y,N,NA,-40.42833195314981,-11.293094621693742
Kunkojai-12 core,23.2,55.5,416.9,Poracanthodes,subporosus,Ischnacanthiformes,Poracanthodidae,Stem,NA,NA,N,N,S - D,Pridoli,423,Lochkovian,410.8,N,Lower Tilze Subformation,Europe,X,X,X,X,N,0,0,1,1,1,0,0,Y,N,NA,-40.42833195314981,-11.293094621693742
Kunkojai-12 core,23.2,55.5,419.1,Gomphonchoporus,hoppei,Ischnacanthiformes,Poracanthodidae,Stem,NA,NA,N,Y,S - D,Gorstian,427.4,Lochkovian,410.8,N,Jura,Europe,Australia and Oceania,Asia,X,X,N/S,0,1,1,1,1,1,0,N,N,NA,-43.63039377110989,-11.320301302145966
Kuptcheli-325 borehole,26.7,55.5,390.5,Cheiracanthus,crassus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Eifelian,387.7,N,,Europe,X,X,X,,N,0,1,0,0,0,0,0,Y,N,NA,-22.096360728123763,-8.325878576884376
Kuptcheli-325 borehole,26.7,55.5,397.65,Rhadinacanthus,primaris,Diplacanthiformes,Diplacanthidae,Stem,NA,NA,N,N,Devonian,Emsian,407.6,Eifelian,387.7,N,Vitebsk horizon,Europe,X,X,X,,N,0,1,0,0,0,0,0,Y,N,NA,-26.75465589688706,-12.676662323682374
Kurtuvenai-162 borehole,23.2,55.7,421.1,Nostolepis,amplifica,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Silurian,Pridoli,423,Pridoli,419.2,N,Jura,Europe,X,X,X,,N,0,1,1,1,1,0,0,Y,N,NA,-46.6949065134899,-11.071358274513042
Kurtuvenai-162 borehole,23.2,55.7,421.1,Fecundosquama,basiglobosa,Incerti_ordinis,Tchunacanthidae,Stem,NA,NA,N,N,Silurian,Pridoli,423,Pridoli,419.2,N,Jura or Lapes,Europe,X,X,X,,N,0,0,1,1,1,0,0,Y,N,NA,-46.6949065134899,-11.071358274513042
Kurtuvenai-162 borehole,23.2,55.7,421.1,Nostolepis,consueta,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Silurian,Pridoli,423,Pridoli,419.2,N,Jura,Europe,X,X,X,,N,0,1,1,1,1,0,0,Y,N,NA,-46.6949065134899,-11.071358274513042
Kurtuvenai-162 borehole,23.2,55.7,423.3,Rohonilepis,breviornatus,Ischnacanthiformes,Ischnacanthidae,Stem,NA,NA,N,N,Silurian,Gorstian,427.4,Pridoli,419.2,N,Ventspils,Europe,X,X,X,X,N,0,0,1,1,1,0,0,Y,N,NA,-49.875745140827206,-10.77420408276309
Kurtuvenai-162 borehole,23.2,55.7,426.3,Arenaceacanthus,arcuatacanalis,Ischnacanthiformes,Ischnacanthidae,Stem,NA,NA,N,Y,Silurian,Sheinwoodian,433.4,Pridoli,419.2,N,Ventspils,Europe,X,X,X,X,N,0,1,1,1,1,0,0,Y,N,NA,-54.17425855695902,-10.106405948680408
Kuznetsk Basin,84.6,55.4,341.05,Cochliodus,venukoffi,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,35.33633222108136,30.150164263784646
Kuznetsk Basin,84.6,55.4,341.05,Psephodus,semenovi,Cochliodontiformes,Psephodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,35.33633222108136,30.150164263784646
Kuznetsk Basin and Gorniy Altay,84.6,55.4,365.55,Siberiodus,mirabilis,Omalodontiformes,Incertae familiae,Stem,NA,Elasmobranchii,N,N,Devonian,Famennian,372.2,Famennian,358.9,N,Podonino,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,42.66132056971237,19.309525250129145
La Paz area,-68,-15.5,400.45,Antarctilamna?,sp.,Antarctilamniformes,Antarctilamnidae,Stem,NA,Elasmobranchii,N,N,Devonian,Emsian,407.6,Emsian,393.3,Y,Belén and Icla,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-106.47096857827009,-62.121814563099
La Paz region,-68,-15.5,400.45,Pucapampella,rodrigae,Incerti ordinis,Pucapampellidae,Stem,NA,?,N,N,Devonian,Emsian,407.6,Emsian,393.3,N,Belén and Icla,South America,X,X,X,X,S,0,0,1,1,0,0,0,N,N,N,-106.47096857827009,-62.121814563099
La Paz region,-68,-15.5,400.45,Pucapampella,sp.,Incerti ordinis,Pucapampellidae,Stem,NA,?,N,N,Devonian,Emsian,407.6,Emsian,393.3,N,Belén and Icla,South America,X,X,X,X,S,0,0,1,1,0,0,0,N,N,N,-106.47096857827009,-62.121814563099
La Platte,-95.9,41.1,311.1,Iniopera,richardsoni,Iniopterygia,Sibyrhynchidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Moscovian,315.2,Moscovian,307,N,Dennis,North America,X,X,X,X,N,0,1,0,0,0,1,1,N,N,N,-25.679704273516656,2.1972345905088213
La Platte,-95.9,41.1,311.1,Caseodus,basalis,Eugeneodontiformes,Caseodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Moscovian ,315.2,Moscovian ,307,N,Dennis,North America,X,X,X,X,N,0,1,0,0,0,1,1,N,N,N,-25.679704273516656,2.1972345905088213
La Salle,-89.1,41.3,302.95,Cymatodus,oblongus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Kasimovian,307,Gzhelian,298.9,N,,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-20.668799266431588,0.9689455242963599
La Salle,-89.1,41.3,302.95,Psephodus,acutus,Cochliodontiformes,Psephodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Kasimovian,307,Gzhelian,298.9,N,,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-20.668799266431588,0.9689455242963599
La Salle County,-89.1,41.3,302.95,Asteroptychius,bellulus,Ctenacanthiformes,Incertae familiae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Kasimovian,307,Gzhelian,298.9,N,,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N,-20.668799266431588,0.9689455242963599
Labagan-76 borehole,58.9,68.4,415,Nostolepis,kozhymica,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Khatayakha,Europe,X,X,X,,N,0,1,1,1,1,0,0,Y,N,NA,-44.84644827372164,8.270157034274938
Labanza,-4.5,43,415,Arauzia,federicoi,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Lebanza,Europe,X,X,X,X,N,0,1,1,1,1,0,0,Y,N,N,-2.353018610467475,-33.362506325995945
Lake Arbuckle,-97,34.4,341.05,Bransonella,sp.,Bransonelliformes,Incertae familiae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Caney Shale,North America,Asia,X,X,X,N,0,0,0,0,0,1,1,N,N,N,-46.69010042668749,-11.883240432329226
Lake Frederick,-98.9,34.5,283.235,?Acrodus,sweetlacruzensis,Hybodontiformes,Acrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Permian,Sakmarian,293.52,Kungurian,272.95,Y,Garber Sandstone,North America,X,X,X,X,N,1,0,0,0,0,0,0,N,N,Y,-28.328033400779727,4.17569021798477
Lake Frederick,-98.9,34.5,283.235,?Acrodus,olsoni,Hybodontiformes,Acrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Permian,Sakmarian,293.52,Kungurian,272.95,Y,Garber Sandstone,North America,X,X,X,X,N,1,1,0,0,0,0,0,N,N,Y,-28.328033400779727,4.17569021798477
Lake Kemp B/ac local fauna,55.5,30.1,286.8,Xenacanthus,slaughteri,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Permian,Artinskian,290.1,Artinskian,283.5,N,Lueders,North America,X,X,X,X,N,1,1,0,0,0,0,0,N,N,Y,53.183232383416666,-24.861347305564504
Lake Khar-Us,92.7,48.2,434.5,Deltalepis,magna,Elegestolepidida,Elegestolepididae,Stem,NA,?,NA,N,Silurian,Telychian,438.5,Sheinwoodian,430.5,N,Chargat,Asia,X,X,X,X,N,0,0,1,1,0,0,0,Y,N,N,-5.01230041648924,25.773297580439486
Lake Khar-Us,92.7,48.2,434.5,Deltalepis,parva,Elegestolepidida,Elegestolepididae,Stem,NA,?,NA,N,Silurian,Telychian,438.5,Sheinwoodian,430.5,N,Chargat,Asia,X,X,X,X,N,0,0,1,1,0,0,0,Y,N,N,-5.01230041648924,25.773297580439486
Lake Lynne Quarry,-79.9,39.7,322.575,Helodus,sp.,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,D - P,Famennian,372.2,Kungurian,272.95,Y,Greenbrier Limestone,Europe,North America,Australia and Oceania,X,X,N/S,1,1,1,1,1,0,0,N,N,Y,-17.690429044987525,-7.300169140023164
Lake Lynne Quarry,-79.9,39.7,334.95,Venustodus,sp.,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Greenbrier Limestone,North America,Asia,X,X,X,N,0,1,1,1,0,0,0,N,N,Y,-25.801629180798262,-10.634369924432063
Lake Lynne Quarry,-79.9,39.7,341.05,Psammodus,sp.,Psammodontiformes,Psammodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Greenbrier Limestone,Europe,North America,Australia and Oceania,X,X,N/S,0,0,0,1,1,1,1,N,N,Y,-32.10185005491426,-15.444180960044347
Lakeside,-82.8,41.5,388,Machaeracanthus,major,Incerti_ordinis,Machaeracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,?,Delaware limestone,North America,X,X,X,X,N,0,1,1,0,0,0,0,N,Y,NA,-68.04687912032364,-29.8976522937432
Lamb's Creek,-77.1,41.8,389.05,Gyracanthus,sherwoodi,Incerti_ordinis,Gyracanthidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Famennian,358.9,N,Catskill,North America,X,X,X,X,N,1,0,0,0,0,0,0,N,Y,NA,-63.92505848554688,-31.95776448445832
Lanarkshire,-3.8,55.6,311.05,Helodus,attheyi,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,Y,Coal Measures,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,14.164753443092899,7.847233181897972
Lanarkshire,-3.8,55.6,311.05,Lepracanthus ,colei,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,N,Drumgray Coal Shale,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,14.164753443092899,7.847233181897972
Lanarkshire,-3.8,55.6,329.4,Xenacanthus,laevissimus,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Coal Measures,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,N,9.70872026948622,3.6253608440637697
Lanarkshire,-3.8,55.6,338.8,Helodus,planus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Visean,330.9,N,,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,1.0024351176754582,-2.1505145024946297
Lancashire,-2.6,53.9,327.05,Psephodus,minutus,Cochliodontiformes,Psephodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,N,Millstone Grit,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,11.979538002988463,2.2851305741592496
Lanesville,-86,38.2,329.4,Sphenacanthus,marshi,Incerti ordinis,Sphenacanthidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Coal Measures,North America,X,X,X,X,N,0,1,1,0,0,0,0,N,Y,N,-25.6986470662261,-5.995773919165245
Lanesville,-86,38.2,330.95,Saivodus,striatus,Ctenacanthiformes,Incertae familiae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,Y,Carboniferous,Visean,346.7,Bashkirian,315.2,N,Salem Limestone,Europe,North America,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-26.87661353249881,-6.663124786764434
Lanesville,-86,38.2,338.8,Chomatodus,inconstans,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Visean,330.9,N,St. Louis limestone,North America,X,X,X,X,N,0,1,1,1,1,1,1,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Psephodus,regularis,Cochliodontiformes,Psephodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Psephodus,sp.,Cochliodontiformes,Psephodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,1,1,1,1,1,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Chomatodus,lanesvillensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Helodus,minutus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Chomatodus,inconstans,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,1,1,1,1,1,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Cristatodens?,sp.,Orodontiformes,Leiodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,1,1,1,0,0,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Helodus,incisus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Helodus,robustus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Helodus,elegantulus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Orodus,simplex,Orodontiformes,Orodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Asteroptychius,bellus,Ctenacanthiformes,Incertae familiae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,Y,N,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,338.8,Helodus,laevis,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,1,0,0,0,0,N,N,Y,-34.54359031734521,-12.316090740925
Lanesville,-86,38.2,345.4,Arcuodus,bialveatus,Cochliodontiformes,Incertae familiae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,Carboniferous,Tournaisian,358.9,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,1,1,0,0,0,N,N,Y,-42.94128137534461,-18.977696450308535
Lanesville,-86,38.2,345.4,Deltodus,spatulatus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Visean,330.9,N,Salem Limestone,North America,X,X,X,X,N,0,1,1,1,0,0,0,N,N,Y,-42.94128137534461,-18.977696450308535
